Input Size	Execution Time
100	0.0099999998
100	0.0089999996
100	0.0089999996
100	0.0260000005
100	0.0260000005
100	0.0099999998
100	0.0099999998
100	0.0089999996
100	0.0089999996
100	0.0250000004
100	0.0099999998
100	0.0099999998
100	0.0089999996
100	0.0280000009
100	0.0099999998
100	0.0099999998
100	0.0270000007
100	0.0099999998
100	0.0109999999
100	0.0099999998
100	0.0099999998
100	0.0099999998
100	0.0099999998
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0099999998
100	0.0099999998
100	0.0099999998
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0260000005
100	0.0099999998
100	0.0270000007
100	0.0099999998
100	0.0099999998
100	0.0270000007
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0089999996
100	0.0089999996
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0260000005
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0270000007
100	0.0099999998
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0089999996
100	0.0289999992
100	0.0099999998
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0250000004
100	0.0099999998
100	0.0099999998
100	0.0089999996
100	0.0089999996
100	0.0089999996
100	0.0270000007
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0099999998
100	0.0089999996
100	0.0099999998
100	0.0089999996
1000	0.1340000033
1000	0.1230000034
